时间,区域,出租车数量,公交车数量,气温,风向,风速,雨量,AQI,空气质量
2015-04-01 00:00:00,A,30587,0,21.2,////,0,0,94,良
2015-04-01 03:00:00,A,49017,0,18.8,156,0.3,0,99,良
2015-04-01 06:00:00,A,53942,96,18.1,101,0.9,0,105,轻度污染
2015-04-01 09:00:00,A,55878,223,21.2,84,5.7,0,103,轻度污染
2015-04-01 12:00:00,A,43004,173,22.4,70,4.9,0,43,优
2015-04-01 15:00:00,A,43651,159,20.6,55,6.1,0,52,良
2015-04-01 18:00:00,A,45308,193,17.4,90,6,0,63,良
2015-04-01 21:00:00,A,58081,144,15.2,80,3.3,0,48,优
2015-04-02 00:00:00,A,57117,9,16.2,105,5.3,0,35,优
2015-04-02 03:00:00,A,51852,0,16.6,118,2.1,0,46,优
2015-04-02 06:00:00,A,56917,84,18.4,146,2.3,0,26,优
2015-04-02 09:00:00,A,56767,213,23.7,174,6.6,0,57,良
2015-04-02 12:00:00,A,45786,45,29.8,182,8.4,0,77,良
2015-04-02 15:00:00,A,48851,94,31.3,173,6.7,0,80,良
2015-04-02 18:00:00,A,51070,178,22.1,316,2.9,0.2,150,轻度污染
2015-04-02 21:00:00,A,62741,150,20.2,304,5.3,0.6,36,优
2015-04-03 00:00:00,A,54704,13,16.5,310,3.7,0,62,良
2015-04-03 03:00:00,A,45090,0,14.6,17,2.9,2.6,89,良
2015-04-03 06:00:00,A,52631,85,13,12,4.6,0,83,良
2015-04-03 09:00:00,A,56893,213,13.3,32,3,0,102,轻度污染
2015-04-03 12:00:00,A,45880,181,12.8,69,5.5,0,128,轻度污染
2015-04-03 15:00:00,A,45135,160,12.5,53,5.1,0,118,轻度污染
2015-04-03 18:00:00,A,48636,188,11.8,86,4.5,0,59,良
2015-04-03 21:00:00,A,57813,141,11.7,83,3.9,0,52,良
2015-04-04 00:00:00,A,63952,13,11.8,98,3.6,0,46,优
2015-04-04 03:00:00,A,54272,0,12.6,105,4.4,0,48,优
2015-04-04 06:00:00,A,52921,71,13,106,4.8,0,53,良
2015-04-04 09:00:00,A,53834,169,13.6,91,2.7,0.1,53,良
2015-04-04 12:00:00,A,52006,170,16.9,231,2.5,0,59,良
2015-04-04 15:00:00,A,51933,146,17.1,281,3.3,0,92,良
2015-04-04 18:00:00,A,52805,156,15.9,301,4,0,119,轻度污染
2015-04-04 21:00:00,A,57041,106,15.2,56,3.1,0,170,中度污染
2015-04-05 00:00:00,A,60035,12,14.1,52,2.2,0,150,轻度污染
2015-04-05 03:00:00,A,51680,0,13,61,3.1,0,108,轻度污染
2015-04-05 06:00:00,A,54601,70,12.5,20,2,0.1,63,良
2015-04-05 09:00:00,A,55870,170,13.2,66,3,0,78,良
2015-04-05 12:00:00,A,54609,171,13.3,64,4,0,74,良
2015-04-05 15:00:00,A,51752,148,13.1,44,5.3,0,59,良
2015-04-05 18:00:00,A,51579,176,12.1,29,3.3,0,49,优
2015-04-05 21:00:00,A,55285,114,10.9,72,1.9,0,28,优
2015-04-06 00:00:00,A,53789,13,11.2,46,3.9,3.2,46,优
2015-04-06 03:00:00,A,46577,0,11.2,0,1.8,1.3,23,优
2015-04-06 06:00:00,A,47454,72,11.1,28,4.9,2.3,29,优
2015-04-06 09:00:00,A,64790,170,10.6,29,3.5,1.8,32,优
2015-04-06 12:00:00,A,57763,157,11.3,25,5.5,0,38,优
